A (-163.0, -45.0, 511.0)
A (-164.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-161.0, -46.0, 511.0)
A (-163.0, -44.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-161.0, -46.0, 511.0)
A (-162.0, -44.0, 511.0)
A (-161.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-161.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-161.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-161.0, -46.0, 511.0)
A (-163.0, -44.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -44.0, 511.0)
A (-164.0, -44.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-161.0, -46.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -44.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-161.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -44.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-161.0, -46.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-162.0, -44.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-161.0, -45.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -44.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -47.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-160.0, -45.0, 511.0)
A (-162.0, -44.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-161.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-161.0, -46.0, 511.0)
A (-162.0, -47.0, 511.0)
A (-161.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-164.0, -44.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-161.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -47.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -44.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -44.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-161.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-161.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-164.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -47.0, 511.0)
A (-163.0, -44.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-163.0, -44.0, 511.0)
A (-163.0, -44.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-164.0, -44.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-161.0, -44.0, 511.0)
A (-161.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -44.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-163.0, -44.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-161.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-161.0, -45.0, 511.0)
A (-162.0, -44.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -44.0, 511.0)
A (-162.0, -44.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-161.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -45.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -44.0, 511.0)
A (-162.0, -46.0, 511.0)
A (-163.0, -44.0, 511.0)
